"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"10706","Halictus gemmeus",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10705"
"10707","Halictus scabiosae",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10706"
"10708","Halictus fulvipes",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10707"
"10709","Lasioglossum nitidulum",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10708"
"10710","Halictus fulvipes",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10709"
"10711","Halictus fulvipes",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10710"
"10712","Lasioglossum nitidulum",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10711"
"10713","Halictus subauratus",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10712"
"10714","Lasioglossum nitidulum",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10713"
"10715","Lasioglossum nitidulum",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10714"
"10716","Halictus scabiosae",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10715"
"10717","Lasioglossum transitorium",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10716"
"10718","Lasioglossum transitorium",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10717"
"10719","Halictus scabiosae",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10718"
"10720","Lasioglossum minutissimum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10719"
"10721","Halictus gemmeus",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10720"
"10722","Halictus fulvipes",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10721"
"10723","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10722"
"10724","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10723"
"10725","Halictus gemmeus",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10724"
"10726","Halictus scabiosae",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10725"
"10727","Halictus gemmeus",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10726"
"10728","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10727"
"10729","Halictus fulvipes",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10728"
"10730","Halictus fulvipes",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10729"
"10731","Halictus fulvipes",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10730"
"10732","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10731"
"10733","Halictus fulvipes",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10732"
"10734","Ceylalictus variegatus",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10733"
"10735","Lasioglossum minutissimum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10734"
"10736","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10735"
"10737","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10736"
"10738","Halictus scabiosae",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10737"
"10739","Halictus fulvipes",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10738"
"10740","Halictus gemmeus",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10739"
"10741","Lasioglossum nitidulum",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10740"
"10742","Lasioglossum villosulum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10741"
"10743","Lasioglossum nitidulum",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10742"
"10744","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10743"
"10745","Halictus gemmeus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10744"
"10746","Halictus gemmeus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10745"
"10747","Halictus gemmeus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10746"
"10748","Halictus gemmeus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10747"
"10749","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10748"
"10750","Halictus gemmeus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10749"
"10751","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10750"
"10752","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10751"
"10753","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10752"
"10754","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10753"
"10755","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10754"
"10756","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10755"
"10757","Halictus fulvipes",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10756"
"10758","Halictus microcardia",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10757"
"10759","Halictus microcardia",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10758"
"10760","Halictus fulvipes",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10759"
"10761","Halictus gemmeus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10760"
"10762","Halictus fulvipes",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10761"
"10763","Halictus scabiosae",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10762"
"10764","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10763"
"10765","Halictus vestitus",39.7981,2.7771,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10764"
"10766","Halictus fulvipes",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10765"
"10767","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10766"
"10768","Halictus gemmeus",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10767"
"10769","Lasioglossum minutissimum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10768"
"10770","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10769"
"10771","Halictus gemmeus",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10770"
"10772","Halictus scabiosae",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10771"
"10773","Halictus scabiosae",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10772"
"10774","Halictus fulvipes",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10773"
"10775","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10774"
"10776","Halictus scabiosae",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10775"
"10777","Halictus scabiosae",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10776"
"10778","Halictus fulvipes",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10777"
"10779","Halictus fulvipes",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10778"
"10780","Halictus scabiosae",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10779"
"10781","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10780"
"10782","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10781"
"10783","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10782"
"10784","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10783"
"10785","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10784"
"10786","Halictus fulvipes",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10785"
"10787","Lasioglossum griseolum",39.774475,3.129261,"Halictidae",2009,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10786"
"10788","Nomioides facilis",41.679602,1.765748,"Halictidae",2008,8,15,"Rafael","Rafael","FEMALE","Cataluña",NA,NA,"55_Gbif_10787"
"10789","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10788"
"10790","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10789"
"10791","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10790"
"10792","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10791"
"10793","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10792"
"10794","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10793"
"10795","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10794"
"10796","Lasioglossum punctatissimum",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10795"
"10797","Lasioglossum albocinctum",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10796"
"10798","Lasioglossum albocinctum",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10797"
"10799","Ceylalictus variegatus",39.349505,3.187924,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mondragó",NA,"55_Gbif_10798"
"10800","Ceylalictus variegatus",39.349505,3.187924,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mondragó",NA,"55_Gbif_10799"
"10801","Lasioglossum sphecodimorphum",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10800"
"10802","Ceylalictus variegatus",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10801"
"10803","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10802"
"10804","Lasioglossum soror",39.7981,2.7771,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10803"
"10805","Lasioglossum nitidulum",39.7981,2.7771,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10804"
"10806","Halictus scabiosae",39.7981,2.7771,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10805"
"10807","Halictus subauratus",39.7981,2.7771,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10806"
"10808","Halictus fulvipes",39.7981,2.7771,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10807"
"10809","Halictus scabiosae",39.7981,2.7771,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10808"
"10810","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10809"
"10811","Ceylalictus variegatus",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10810"
"10812","Lasioglossum prasinum",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10811"
"10813","Sphecodes rubicundus",39.727661,3.220508,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Serra de Marina",NA,"55_Gbif_10812"
"10814","Sphecodes ruficrus",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Sa Siurana",NA,"55_Gbif_10813"
"10815","Lasioglossum brevicorne",39.7981,2.7771,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Coma de n'Arbona",NA,"55_Gbif_10814"
"10816","Lasioglossum littorale",39.368351,2.942238,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Sa Ràpita",NA,"55_Gbif_10815"
"10817","Halictus scabiosae",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Menorca",NA,"55_Gbif_10816"
"10818","Halictus scabiosae",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Menorca",NA,"55_Gbif_10817"
"10819","Halictus scabiosae",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Menorca",NA,"55_Gbif_10818"
"10820","Sphecodes rubicundus",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Sa Siurana",NA,"55_Gbif_10819"
"10821","Lasioglossum zonulum",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Sa Siurana",NA,"55_Gbif_10820"
"10822","Halictus gemmeus",39.4824,3.0871,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Mesquida",NA,"55_Gbif_10821"
"10823","Halictus gemmeus",39.4824,3.0871,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Mesquida",NA,"55_Gbif_10822"
"10824","Lasioglossum littorale",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10823"
"10825","Lasioglossum littorale",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10824"
"10826","Halictus microcardia",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10825"
"10827","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10826"
"10828","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10827"
"10829","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10828"
"10830","Ceylalictus variegatus",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10829"
"10833","Ceylalictus variegatus",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10832"
"10834","Halictus scabiosae",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10833"
"10835","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10834"
"10836","Lasioglossum prasinum",39.727661,3.220508,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Serra de Marina",NA,"55_Gbif_10835"
"10837","Halictus balearicus",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Sa Siurana",NA,"55_Gbif_10836"
"10838","Lasioglossum prasinum",39.727661,3.220508,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Serra de Marina",NA,"55_Gbif_10837"
"10839","Lasioglossum prasinum",39.727661,3.220508,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Serra de Marina",NA,"55_Gbif_10838"
"10840","Lasioglossum prasinum",39.727661,3.220508,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Serra de Marina",NA,"55_Gbif_10839"
"10841","Lasioglossum villosulum",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Sa Siurana",NA,"55_Gbif_10840"
"10842","Lasioglossum transitorium",39.742645,3.430195,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Cala Mesquida",NA,"55_Gbif_10841"
"10843","Lasioglossum punctatissimum",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Sa Siurana",NA,"55_Gbif_10842"
"10844","Halictus fulvipes",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10843"
"10845","Lasioglossum minutissimum",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10844"
"10846","Lasioglossum punctatissimum",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10845"
"10847","Halictus gemmeus",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Menorca",NA,"55_Gbif_10846"
"10848","Lasioglossum malachurum",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Menorca",NA,"55_Gbif_10847"
"10849","Lasioglossum villosulum",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Menorca",NA,"55_Gbif_10848"
"10850","Halictus gemmeus",39.950588,4.044897,"Halictidae",2008,NA,NA,NA,NA,NA,"Menorca","Sa Siurana",NA,"55_Gbif_10849"
"10851","Lasioglossum transitorium",39.774475,3.129261,"Halictidae",2008,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_10850"
"11067","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11066"
"11068","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11067"
"11069","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11068"
"11070","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11069"
"11071","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11070"
"11072","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11071"
"11073","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11072"
"11074","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11073"
"11075","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11074"
"11076","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11075"
"11077","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11076"
"11078","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11077"
"11079","Ceylalictus variegatus",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11078"
"11080","Lasioglossum prasinum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11079"
"11081","Lasioglossum littorale",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11080"
"11082","Lasioglossum virens",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11081"
"11083","Halictus scabiosae",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11082"
"11084","Lasioglossum punctatissimum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11083"
"11085","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11084"
"11086","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11085"
"11087","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11086"
"11088","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11087"
"11090","Halictus gemmeus",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11089"
"11091","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11090"
"11092","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11091"
"11093","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11092"
"11094","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11093"
"11095","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11094"
"11096","Lasioglossum malachurum",39.774475,3.129261,"Halictidae",2007,NA,NA,NA,NA,NA,"Mallorca","Son Bosc",NA,"55_Gbif_11095"
